voy_id,flow,area_no,size,planned_qty,snapshot_qty,new_qty,planning_time,status_name,objective_value
390131,OF,11,40,13,0.0,13.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,26,40,101,0.0,101.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,75,40,100,0.0,100.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,84,40,54,0.0,54.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,11,20,97,0.0,97.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,84,20,35,0.0,35.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,11,40,15,0.0,15.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,26,40,98,0.0,98.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,75,40,89,0.0,89.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,84,40,42,0.0,42.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,11,20,87,0.0,87.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,84,20,76,0.0,76.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,11,40,13,0.0,13.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,26,40,125,0.0,125.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,75,40,128,0.0,128.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,84,40,83,0.0,83.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
