case_id,groups,time_limit_seconds,v4_ub,v5_start_ub,v5_pool_phase2_ub,v5_phase3_ub,complete_mip_ub,phase3_relative_improvement_vs_phase2,phase3_relative_improvement_vs_complete
pilot_l_301,24,60,0.1350163332986197,0.13371394428479183,0.13864872126056085,0.1343149583635132,0.13152150491960696,0.03125714292671522,-0.02123951855336324
scale_g048_s601,48,120,0.13906313081226643,0.13931046747007203,0.1429532100056037,0.143515110279001,0.14282644845755862,-0.003930658663595276,-0.004821668737684841
scale_g096_s801,96,120,0.16600057920002734,0.168837081630008,0.17032165576584077,0.17113739764230362,0.17110328931331037,-0.004789419600196597,-0.00019934350257170004
