case_id,groups,policy,initial_ub,final_ub,root_lb,gap,initial_mip_seconds,initial_termination,fo_seconds,fo_improvement,final_master_zones,time_to_first,time_to_best,relative_improvement_dynamic_vs_fixed,internal_valid,external_valid
pilot_l_301,24,fixed75,0.14384371794424522,0.1343149583635132,0.1156267164519525,0.13913745824930687,42.70115424999676,time_limit,11.231039457998122,0.009528759580732016,1017,7.879009905009298,56.15470558310335,0.0,true,true
pilot_l_301,24,dynamic50,0.14520996362792557,0.14074872614916817,0.1156267164519525,0.17848836280472544,14.979213790997164,stagnation,38.832149375011795,0.004461237478757402,1009,8.025193048306392,56.55969984810508,-0.04790060514512684,true,true
scale_g048_s601,48,fixed75,0.14600658139147918,0.143515110279001,0.11830479121927327,0.17566316892149905,84.16955166599655,time_limit,22.05201462500554,0.0024914711124781885,2136,13.458938124138513,111.5513573748467,0.0,true,true
scale_g048_s601,48,dynamic50,0.1472727040214147,0.14324463508288743,0.11830479121927327,0.1741066522259832,53.124094958999194,time_limit,53.284258083993336,0.004028068938527279,2160,13.44406785564206,113.38500982204278,0.0018846461225452864,true,true
scale_g096_s801,96,fixed75,0.17733780499071689,0.17040560594072443,0.13988910192782317,0.17908157331112937,64.51573258300778,time_limit,15.498089999993681,0.006932199049992455,4692,46.05821473398828,112.8714461641066,0.0,true,true
scale_g096_s801,96,dynamic50,0.18332991931338433,0.17451369210307693,0.13988910192782317,0.1984061523081104,39.99461579200579,time_limit,39.98096908298612,0.008816227210307392,4726,46.098096864297986,113.36763468028221,-0.024107693756166747,true,true
